time,mag,place
2020-07-21T09:44:15.400Z,3.76,"11 km N of Pine Valley, Utah"
2020-07-21T00:16:09.590Z,2.56,"3km NNW of Redway, CA"
2020-07-21T00:13:58.530Z,2.65,"3km NNW of Redway, CA"
2020-07-20T22:01:53.080Z,3.6,"10km W of Grapevine, CA"
2020-07-20T20:58:26.790Z,2.5,"26 km NW of Stanley, Idaho"
2020-07-20T20:04:32.786Z,3.4,"13 km SE of Wright, Wyoming"
2020-07-20T16:38:00.769Z,3.2,"56 km S of Whites City, New Mexico"
2020-07-20T15:36:08.320Z,2.5,"27 km NW of Stanley, Idaho"
2020-07-20T09:23:31.690Z,2.98,"29km SE of Bodie, CA"
2020-07-20T08:51:16.204Z,2.5,"23 km NW of Stanley, Idaho"
2020-07-20T01:04:20.695Z,3,"27 km NW of Stanley, Idaho"
2020-07-20T00:48:43.940Z,2.8,"14 km SSE of Stonewall Gap, Colorado"
2020-07-19T16:57:45.354Z,2.6,"39 km ESE of Mina, Nevada"
2020-07-19T10:07:44.550Z,3.54,"30km SE of Bodie, CA"
2020-07-19T09:18:30.998Z,2.5,"53 km S of Whites City, New Mexico"
2020-07-19T08:38:07.952Z,2.5,"7 km WNW of Willow Creek, Montana"
2020-07-19T08:03:31.941Z,3.2,"34 km SE of Mina, Nevada"
2020-07-19T01:39:26.139Z,2.6,"34 km NW of Stanley, Idaho"
2020-07-18T16:05:54.296Z,3.3,"30 km SE of Mina, Nevada"
2020-07-18T15:29:55.564Z,2.7,"16 km SSW of Coyanosa, Texas"
2020-07-18T14:33:56.356Z,2.6,"38 km WNW of Tonopah, Nevada"
2020-07-18T09:46:19.150Z,2.66,"54km W of Ferndale, CA"
2020-07-18T07:45:40.707Z,3,"10 km SSE of Gardendale, Texas"
2020-07-18T07:04:12.407Z,2.5,"43 km NNW of Stanley, Idaho"
2020-07-17T22:43:50.750Z,2.52,"6 km N of Ames, Oklahoma"
2020-07-17T22:13:39.620Z,2.93,"12km NE of Ridgecrest, CA"
2020-07-17T17:03:25.363Z,3,"0 km NW of Parkville, Minnesota"
2020-07-17T09:15:51.124Z,2.8,"38 km WNW of Tonopah, Nevada"
2020-07-17T02:24:47.531Z,2.8,"6 km E of Stanley, Idaho"
2020-07-16T23:32:00.308Z,2.6,"25 km NW of Stanley, Idaho"
2020-07-16T14:53:45.104Z,2.9,"35 km SE of Mina, Nevada"
2020-07-16T12:35:45.537Z,2.8,"32 km SE of Mina, Nevada"
2020-07-16T06:16:08.270Z,2.7,"27 km SSE of Mina, Nevada"
2020-07-16T04:50:30.830Z,2.59,"5km SE of Valle Vista, CA"
2020-07-16T02:13:45.980Z,2.5,"11 km NNE of Odessa, Texas"
2020-07-15T22:46:18.470Z,2.98,"18km SE of Ocotillo Wells, CA"
2020-07-15T20:56:05.048Z,2.5,"32 km NW of Stanley, Idaho"
2020-07-15T20:55:33.325Z,2.5,"23 km NW of Stanley, Idaho"
2020-07-15T18:21:48.426Z,3.2,"34 km NNE of Ranchester, Wyoming"
2020-07-15T15:07:21.140Z,3.45,"7 km N of Nardin, Oklahoma"
2020-07-15T12:10:11.823Z,2.6,"9 km SW of Lindsay, Texas"
2020-07-15T02:41:32.490Z,2.73,"19km ESE of Little Lake, CA"
2020-07-15T02:37:58.074Z,2.9,"26 km SW of Goldfield, Nevada"
2020-07-15T02:36:50.647Z,3,"26 km SW of Goldfield, Nevada"
2020-07-15T01:20:36.642Z,2.6,"25 km NW of Stanley, Idaho"
2020-07-14T18:51:44.890Z,2.53,"12km SW of Searles Valley, CA"
2020-07-14T18:23:05.775Z,2.7,"25 km NW of Stanley, Idaho"
2020-07-14T15:00:38.180Z,2.76,"14km SSE of Tres Pinos, CA"
2020-07-14T13:15:53.140Z,2.78,"28km SE of Bodie, CA"
2020-07-14T12:15:18.870Z,3.58,"16km SSE of Lone Pine, CA"
2020-07-14T05:59:28.830Z,3.62,"30km SE of Bodie, CA"
2020-07-14T05:29:30.456Z,2.5,"14 km SW of Stanley, Idaho"
2020-07-14T04:44:04.089Z,2.5,"34 km SE of Malaga, New Mexico"
2020-07-13T23:33:36.207Z,3.4,"26 km SSE of Mina, Nevada"
2020-07-13T22:13:51.747Z,2.6,"18 km WNW of Stanley, Idaho"
2020-07-13T21:36:36.576Z,2.8,"40 km E of Socorro, New Mexico"
2020-07-13T19:00:56.246Z,2.8,"39 km SE of Mina, Nevada"
2020-07-13T17:27:00.198Z,2.8,"25 km NNE of Sheridan, Wyoming"
2020-07-13T14:42:15.402Z,2.9,"38 km WNW of Tonopah, Nevada"
2020-07-13T02:56:39.647Z,2.6,"13 km ESE of Fernley, Nevada"
2020-07-13T01:33:16.466Z,3.5,"34 km SE of Mina, Nevada"
2020-07-13T01:18:28.330Z,2.92,"5km ESE of Carpinteria, CA"
2020-07-12T18:10:14.217Z,3.4,Nevada
2020-07-12T14:11:32.097Z,3,"11 km WSW of Stanley, Idaho"
2020-07-12T12:04:58.576Z,3,"30 km SSE of Mina, Nevada"
2020-07-12T08:47:54.516Z,3.1,"51 km NW of Toyah, Texas"
2020-07-12T00:50:37.530Z,2.61,Colorado
2020-07-11T13:48:27.661Z,3.3,"14 km SW of Stanley, Idaho"
2020-07-11T12:55:00.526Z,2.9,"29 km NW of Stanley, Idaho"
2020-07-11T12:07:19.290Z,2.6,"15 km SW of Stanley, Idaho"
2020-07-11T07:36:38.165Z,2.9,"14 km SW of Stanley, Idaho"
2020-07-11T04:30:44.528Z,2.5,"35 km NW of Stanley, Idaho"
2020-07-11T01:44:32.675Z,2.6,"28 km SSE of Mina, Nevada"
2020-07-11T00:33:26.381Z,2.6,"34 km NNW of Stanley, Idaho"
2020-07-10T18:27:23.136Z,2.7,"19 km WSW of Stanley, Idaho"
2020-07-10T15:43:10.436Z,2.9,"26 km SW of Goldfield, Nevada"
2020-07-10T14:22:35.329Z,3,"34 km SE of Mina, Nevada"
2020-07-10T08:23:15.718Z,3,"13 km SW of Stanley, Idaho"
2020-07-10T08:15:23.217Z,4.1,"18 km SW of Stanley, Idaho"
2020-07-10T08:15:04.260Z,3.9,"14 km SW of Stanley, Idaho"
2020-07-10T03:59:57.951Z,2.5,"5 km NW of Stanley, Idaho"
2020-07-10T02:04:43.460Z,3,"11 km NW of Stanley, Idaho"
2020-07-09T19:58:31.495Z,3.4,"10 km NE of Wright, Wyoming"
2020-07-09T19:15:36.815Z,3.6,"15 km ESE of Wright, Wyoming"
2020-07-09T19:12:55.462Z,3.2,"4 km WSW of Colstrip, Montana"
2020-07-09T17:17:19.948Z,2.9,"32 km SSE of Wright, Wyoming"
2020-07-09T17:15:11.070Z,2.9,"2 km NNE of Parkville, Minnesota"
2020-07-09T16:53:24.504Z,2.6,"17 km SSE of Wright, Wyoming"
2020-07-09T10:03:43.630Z,2.98,"6km SSE of Pedley, CA"
2020-07-09T09:22:20.954Z,2.8,"28 km WNW of Kingston, Nevada"
2020-07-09T08:27:52.734Z,2.6,"26 km SW of Goldfield, Nevada"
2020-07-09T06:47:41.534Z,2.5,"29 km SSE of Mina, Nevada"
2020-07-09T02:46:21.960Z,2.58,"6km ESE of Redwood Valley, CA"
2020-07-09T00:43:10.026Z,2.6,"29 km SSE of Mina, Nevada"
2020-07-08T21:39:13.130Z,2.6,"26 km SW of Goldfield, Nevada"
2020-07-08T21:34:15.521Z,2.6,"26 km SW of Goldfield, Nevada"
2020-07-08T21:27:44.887Z,3.7,"26 km SW of Goldfield, Nevada"
2020-07-08T21:23:34.591Z,3,"26 km SW of Goldfield, Nevada"
2020-07-08T19:18:50.815Z,2.5,"30 km SE of Mina, Nevada"
2020-07-08T17:30:46.900Z,2.6,"4km S of San Juan Bautista, CA"
2020-07-08T14:23:09.242Z,2.6,"29 km SSE of Mina, Nevada"
2020-07-08T10:13:02.718Z,2.9,"14 km SW of Stanley, Idaho"
2020-07-08T04:12:46.140Z,2.53,"1 km SW of Ridgely, Tennessee"
2020-07-07T20:04:04.787Z,2.5,"23 km WNW of Stanley, Idaho"
2020-07-07T17:48:31.382Z,2.5,"32 km NNW of Stanley, Idaho"
2020-07-07T14:06:41.980Z,2.56,"28km SE of Bodie, CA"
2020-07-07T12:29:39.793Z,2.5,"30 km SSE of Mina, Nevada"
2020-07-07T08:15:29.980Z,2.7,"33 km SE of Mina, Nevada"
2020-07-07T06:22:39.635Z,2.6,"29 km S of Mina, Nevada"
2020-07-07T03:39:50.971Z,3,"26 km SW of Goldfield, Nevada"
2020-07-07T03:02:01.650Z,2.94,"32km SSW of Hayfork, CA"
2020-07-07T02:34:01.690Z,3.15,"10km N of Borrego Springs, CA"
2020-07-07T02:25:29.980Z,2.56,"17 km SSE of Sunnyside, Utah"
2020-07-07T02:10:27.940Z,2.9,"14 km WSW of Stanley, Idaho"
2020-07-07T01:05:58.963Z,3.2,"27 km SW of Goldfield, Nevada"
2020-07-06T22:55:09.200Z,2.88,"11km SW of Ridgemark, CA"
2020-07-06T21:40:47.360Z,2.5,"29 km SSE of Mina, Nevada"
2020-07-06T20:13:05.161Z,2.5,"7 km NE of Gillette, Wyoming"
2020-07-06T19:58:15.168Z,3,"29 km NNE of Sheridan, Wyoming"
2020-07-06T18:12:45.578Z,2.7,"29 km NNW of Benton, California"
2020-07-06T17:09:25.806Z,3,"5 km N of Kinney, Minnesota"
2020-07-06T14:42:24.985Z,2.8,"33 km SE of Mina, Nevada"
2020-07-06T13:46:15.677Z,2.5,"29 km SE of Mina, Nevada"
2020-07-06T13:41:59.800Z,2.96,"18km SSE of Lone Pine, CA"
2020-07-06T13:25:05.710Z,2.6,"16km SSE of Lone Pine, CA"
2020-07-06T12:44:32.327Z,2.7,"43 km NNW of Stanley, Idaho"
2020-07-06T09:11:49.271Z,2.8,"30 km SE of Mina, Nevada"
2020-07-06T08:22:17.575Z,3,"29 km SSE of Mina, Nevada"
2020-07-06T07:53:40.480Z,2.6,"16km SSE of Lone Pine, CA"
2020-07-06T06:12:54.847Z,4.5,"29 km SE of Mina, Nevada"
2020-07-06T06:10:37.043Z,3.4,"30 km SE of Mina, Nevada"
2020-07-06T03:30:38.080Z,2.51,"5 km S of Tunnel Hill, Georgia"
2020-07-06T03:05:16.320Z,3.03,"35km ENE of Lucerne Valley, CA"
2020-07-06T00:41:09.421Z,2.6,"10 km WNW of Stanley, Idaho"
2020-07-05T22:05:38.901Z,2.9,"14 km SW of Stanley, Idaho"
2020-07-05T18:39:13.089Z,3,"43 km NW of Stanley, Idaho"
2020-07-05T18:37:08.554Z,2.6,"57 km S of Whites City, New Mexico"
2020-07-05T18:01:04.984Z,2.6,"31 km SSE of Mina, Nevada"
2020-07-05T17:57:40.967Z,3.1,"57 km S of Whites City, New Mexico"
2020-07-05T17:20:09.520Z,2.7,"16km SE of Petrolia, CA"
2020-07-05T17:16:57.407Z,2.6,"15 km SW of Stanley, Idaho"
2020-07-05T16:14:07.710Z,3.97,"2km NW of The Geysers, CA"
2020-07-05T12:17:01.200Z,3.42,"26km WNW of Ocotillo, CA"
2020-07-05T10:53:26.688Z,2.5,"11 km NW of Stanley, Idaho"
2020-07-05T05:56:11.230Z,2.77,"17km SSE of Lone Pine, CA"
2020-07-05T03:16:27.830Z,2.57,"15km SSW of Searles Valley, CA"
2020-07-04T20:09:37.960Z,3.18,"30km SE of Bodie, CA"
2020-07-04T17:27:16.962Z,3.12,"5 km W of Kipp, Kansas"
2020-07-04T15:45:19.368Z,3,"32 km SE of Mina, Nevada"
2020-07-04T13:12:53.180Z,3.09,"2km NE of Prattville, CA"
2020-07-04T12:58:11.955Z,3.3,"27 km SW of Goldfield, Nevada"
2020-07-04T12:56:20.756Z,2.7,"15 km SW of Stanley, Idaho"
2020-07-04T12:28:43.217Z,2.6,"29 km SSE of Mina, Nevada"
2020-07-04T11:55:22.318Z,2.7,"33 km SE of Mina, Nevada"
2020-07-04T07:53:16.034Z,2.8,"56 km S of Whites City, New Mexico"
2020-07-04T02:57:23.083Z,3.3,"12 km W of Stanley, Idaho"
2020-07-04T02:56:49.294Z,2.5,"12 km W of Stanley, Idaho"
2020-07-03T22:22:53.670Z,2.9,"25km SE of Bodie, CA"
2020-07-03T19:09:24.675Z,2.5,"27 km SW of Goldfield, Nevada"
2020-07-03T18:43:58.699Z,3.4,"26 km SW of Goldfield, Nevada"
2020-07-03T18:32:09.146Z,2.5,"30 km SSE of Mina, Nevada"
2020-07-03T18:22:48.200Z,2.54,"26km SE of Bodie, CA"
2020-07-03T18:21:24.890Z,2.5,"33 km SE of Mina, Nevada"
2020-07-03T18:16:36.630Z,2.58,"6km W of Ocotillo, CA"
2020-07-03T16:13:48.940Z,2.7,"29km SE of Bodie, CA"
2020-07-03T15:40:03.070Z,2.72,"8km S of Idyllwild, CA"
2020-07-03T15:24:01.354Z,3,"36 km NNW of Stanley, Idaho"
2020-07-03T14:50:35.608Z,2.5,"37 km SE of Mina, Nevada"
2020-07-03T13:50:28.005Z,3.8,"27 km NW of Stanley, Idaho"
2020-07-03T13:49:37.914Z,3.9,"26 km NW of Stanley, Idaho"
2020-07-03T04:57:12.830Z,2.6,"16km SSE of Tres Pinos, CA"
2020-07-03T03:02:22.683Z,2.5,"29 km SSE of Mina, Nevada"
2020-07-03T02:39:23.000Z,2.67,"9 km NW of Perry, Oklahoma"
2020-07-03T00:59:25.676Z,2.8,"37 km SE of Mina, Nevada"
2020-07-03T00:58:05.284Z,2.8,"13 km SW of Stanley, Idaho"
2020-07-02T23:52:43.288Z,2.7,"26 km SW of Goldfield, Nevada"
2020-07-02T20:44:10.686Z,2.6,"14 km SW of Stanley, Idaho"
2020-07-02T19:34:04.195Z,2.8,"30 km SE of Mina, Nevada"
2020-07-02T18:49:41.090Z,3.42,"12km SSW of Toms Place, CA"
2020-07-02T17:51:52.659Z,3,"11 km S of Colstrip, Montana"
2020-07-02T16:12:49.130Z,2.72,"12km SSW of Toms Place, CA"
2020-07-02T10:53:09.335Z,3,"35 km SE of Mina, Nevada"
2020-07-02T09:14:53.805Z,2.5,"42 km NNW of Stanley, Idaho"
2020-07-02T08:17:52.121Z,2.5,"26 km SW of Goldfield, Nevada"
2020-07-02T06:10:20.487Z,2.9,"27 km SW of Goldfield, Nevada"
2020-07-02T06:10:03.667Z,2.9,"26 km SW of Goldfield, Nevada"
2020-07-02T04:36:10.220Z,2.8,"47 km WSW of Salmon, Idaho"
2020-07-02T04:02:44.790Z,2.63,"2km SW of Ridgemark, CA"
2020-07-01T22:48:50.941Z,2.9,"27 km SW of Goldfield, Nevada"
2020-07-01T17:06:09.530Z,2.62,"4km N of Westmorland, CA"
2020-07-01T16:40:11.264Z,3.1,"13 km SW of Stanley, Idaho"
2020-07-01T11:56:19.139Z,2.8,"25 km NW of Stanley, Idaho"
2020-07-01T06:55:41.587Z,2.6,"54 km NW of Toyah, Texas"
2020-07-01T06:23:40.677Z,2.6,"30 km SSE of Mina, Nevada"
2020-07-01T06:04:31.771Z,2.5,"35 km SE of Mina, Nevada"
2020-07-01T01:11:03.904Z,3.6,"15 km SW of Stanley, Idaho"
2020-07-01T00:13:12.276Z,2.5,"58 km S of Whites City, New Mexico"
2020-06-30T23:06:21.348Z,2.7,"22 km NW of Monument, New Mexico"
2020-06-30T20:11:26.940Z,2.6,"29 km SSE of Mina, Nevada"
2020-06-30T18:10:31.240Z,2.74,"29km WSW of Ferron, Utah"
2020-06-30T18:08:04.333Z,2.5,southern Idaho
2020-06-30T17:19:21.450Z,3.21,"7km W of Alberto Oviedo Mota, B.C., MX"
2020-06-30T15:48:10.932Z,2.7,"29 km SSE of Mina, Nevada"
2020-06-30T15:23:47.288Z,3.2,"8 km SW of Silver Peak, Nevada"
2020-06-30T11:27:05.406Z,2.5,"26 km SSE of Mina, Nevada"
2020-06-30T11:24:20.453Z,2.9,"26 km SSE of Mina, Nevada"
2020-06-30T10:20:27.570Z,2.5,"28 km SSE of Mina, Nevada"
2020-06-30T10:04:28.208Z,2.9,"29 km SSE of Mina, Nevada"
2020-06-30T09:24:23.549Z,5,"29 km SSE of Mina, Nevada"
2020-06-30T06:59:24.901Z,2.7,"30 km S of Mina, Nevada"
2020-06-30T00:07:56.853Z,2.5,"65km W of Tonopah, Nevada"
2020-06-29T23:11:21.375Z,2.5,"67km W of Tonopah, Nevada"
2020-06-29T19:57:11.102Z,2.7,"21 km NW of Monument, New Mexico"
2020-06-29T18:01:34.420Z,2.6,"22 km SSW of Lovington, New Mexico"
2020-06-29T17:34:52.516Z,2.7,"5 km SSW of Newkirk, New Mexico"
2020-06-29T17:18:04.725Z,2.7,"4 km NNW of Nashwauk, Minnesota"
2020-06-29T16:42:29.882Z,3,"35 km NNW of Stanley, Idaho"
2020-06-29T15:19:38.191Z,2.9,New Mexico
2020-06-29T10:04:52.463Z,2.7,"21 km SSW of Lovington, New Mexico"
2020-06-29T08:37:18.914Z,2.8,"23 km SSW of Lovington, New Mexico"
2020-06-29T07:07:56.460Z,2.6,"15km SSE of Lone Pine, CA"
2020-06-29T06:53:34.960Z,2.53,"17km N of Olancha, CA"
2020-06-29T01:55:49.010Z,3.55,"14km SE of Lone Pine, CA"
2020-06-28T22:13:58.510Z,3.7,"13km SSE of Bombay Beach, CA"
2020-06-28T17:20:41.860Z,2.5,"64km SE of Hawthorne, Nevada"
2020-06-28T17:09:25.561Z,2.8,"23 km NW of Monument, New Mexico"
2020-06-28T16:24:09.732Z,2.5,"13 km WNW of Stanley, Idaho"
2020-06-28T12:51:49.385Z,2.6,"23 km SSW of Lovington, New Mexico"
2020-06-28T11:13:14.286Z,2.7,"20 km NW of Monument, New Mexico"
2020-06-28T10:59:26.180Z,2.56,"7km NW of The Geysers, CA"
2020-06-28T10:20:21.917Z,2.6,"21 km SSW of Lovington, New Mexico"
2020-06-28T10:13:13.830Z,2.72,"32km NW of Fairview, Oklahoma"
2020-06-28T10:10:41.007Z,2.5,"21 km SSW of Lovington, New Mexico"
2020-06-28T09:59:07.110Z,2.57,"8km NW of The Geysers, CA"
2020-06-28T08:19:06.232Z,2.7,"22 km NW of Monument, New Mexico"
2020-06-28T08:14:44.753Z,2.6,"22 km SSW of Lovington, New Mexico"
2020-06-28T07:26:43.452Z,2.8,"21 km NW of Monument, New Mexico"
2020-06-28T07:17:03.930Z,2.5,"22 km NW of Monument, New Mexico"
2020-06-28T06:09:35.533Z,2.7,"22 km SSW of Lovington, New Mexico"
2020-06-28T04:33:52.758Z,2.7,"22 km NW of Monument, New Mexico"
2020-06-28T02:23:23.971Z,2.8,"23 km NW of Monument, New Mexico"
2020-06-28T01:40:36.505Z,3.2,"50km WNW of Tonopah, Nevada"
2020-06-27T23:10:55.994Z,2.8,"59km WNW of Tonopah, Nevada"
2020-06-27T22:13:28.300Z,2.67,"6km WSW of Chickamauga, Georgia"
2020-06-27T20:06:34.910Z,2.68,"21km E of Markleeville, CA"
2020-06-27T16:21:48.096Z,2.6,"64km W of Tonopah, Nevada"
2020-06-27T13:37:57.521Z,2.6,"63km W of Tonopah, Nevada"
2020-06-27T11:25:51.860Z,3.42,"21 km ENE of Amanda Park, Washington"
2020-06-27T08:38:54.953Z,2.6,"65km W of Tonopah, Nevada"
2020-06-27T08:38:46.015Z,2.9,"28 km NW of Stanley, Idaho"
2020-06-27T03:06:44.845Z,2.5,"57km WNW of Tonopah, Nevada"
2020-06-27T02:05:28.460Z,2.88,"18km E of Little Lake, CA"
2020-06-27T01:37:34.260Z,2.71,"30km SE of Bodie, CA"
2020-06-27T01:32:35.125Z,3.6,"40km WNW of Tonopah, Nevada"
2020-06-27T00:35:56.665Z,3.8,"17 km SW of Stanley, Idaho"
2020-06-27T00:34:47.618Z,3.4,"15 km SW of Stanley, Idaho"
2020-06-26T23:41:02.010Z,2.54,"28km SE of Bodie, CA"
2020-06-26T23:03:40.075Z,2.8,"68km SE of Hawthorne, Nevada"
2020-06-26T22:51:33.570Z,2.8,"15 km SSW of Coyanosa, Texas"
2020-06-26T20:12:07.390Z,2.5,"60km WNW of Tonopah, Nevada"
2020-06-26T19:14:30.178Z,2.5,"64km SE of Hawthorne, Nevada"
2020-06-26T18:55:39.000Z,2.55,"17km SSE of Lone Pine, CA"
2020-06-26T18:55:08.110Z,3.21,"18km SSE of Lone Pine, CA"
2020-06-26T17:23:10.200Z,2.84,"15km SE of Lone Pine, CA"
2020-06-26T17:14:13.810Z,2.85,"18km NNE of Olancha, CA"
2020-06-26T17:08:47.867Z,2.9,"8 km SE of Eveleth, Minnesota"
2020-06-26T16:57:05.330Z,3.09,"18km SSE of Lone Pine, CA"
2020-06-26T14:20:24.657Z,2.8,"19 km WNW of Stanley, Idaho"
2020-06-26T11:33:08.211Z,2.7,"26 km NW of Stanley, Idaho"
2020-06-26T07:39:32.742Z,2.5,"56km WNW of Tonopah, Nevada"
2020-06-26T07:38:48.330Z,2.57,"18km SSE of Lone Pine, CA"
2020-06-26T07:33:53.596Z,2.8,southern Idaho
2020-06-26T02:23:26.190Z,3.33,"17km SSE of Lone Pine, CA"
2020-06-25T22:43:23.570Z,3,"18km SE of Helena, Oklahoma"
2020-06-25T22:21:44.100Z,3.12,"18km SSE of Lone Pine, CA"
2020-06-25T22:17:08.640Z,2.85,"18km N of Olancha, CA"
2020-06-25T21:22:49.018Z,2.6,"64km W of Tonopah, Nevada"
2020-06-25T20:09:04.627Z,2.5,"65km W of Tonopah, Nevada"
2020-06-25T19:48:06.100Z,3.03,"22km NNW of Borrego Springs, CA"
2020-06-25T19:06:44.890Z,3.15,"17km SSE of Lone Pine, CA"
2020-06-25T18:16:59.210Z,2.8,"17km SSE of Lone Pine, CA"
2020-06-25T18:12:01.050Z,2.85,"18km SSE of Lone Pine, CA"
2020-06-25T17:16:45.650Z,2.87,"4km N of Berry, Alabama"
2020-06-25T16:25:11.770Z,2.78,"18km SSE of Lone Pine, CA"
2020-06-25T15:13:33.000Z,2.8,"15km SE of Lone Pine, CA"
2020-06-25T15:07:50.760Z,2.64,"22km NW of Petrolia, CA"
2020-06-25T13:58:38.830Z,3.05,"18km NNE of Olancha, CA"
2020-06-25T12:41:16.490Z,2.5,"28 km NW of Stanley, Idaho"
2020-06-25T11:58:43.580Z,3.13,"48km NE of Escalante, Utah"
2020-06-25T11:09:43.792Z,2.5,"3 km NE of Stanley, Idaho"
2020-06-25T10:34:27.730Z,3.47,"14km SE of Lone Pine, CA"
2020-06-25T10:27:03.940Z,2.84,"14km NNE of Borrego Springs, CA"
2020-06-25T10:17:10.600Z,2.95,"18km SSE of Lone Pine, CA"
2020-06-25T10:11:46.772Z,2.5,"33 km NW of Stanley, Idaho"
2020-06-25T10:07:51.680Z,2.5,"26 km NW of Stanley, Idaho"
2020-06-25T09:49:44.935Z,2.6,"25 km NW of Stanley, Idaho"
2020-06-25T08:18:30.850Z,2.67,"18km NNE of Olancha, CA"
2020-06-25T07:17:51.432Z,3,"27 km NW of Stanley, Idaho"
2020-06-25T06:38:56.330Z,2.64,"17km SE of Lone Pine, CA"
2020-06-25T05:20:59.627Z,4.6,"27 km NW of Stanley, Idaho"
2020-06-25T04:42:35.670Z,2.74,"18km NNE of Olancha, CA"
2020-06-25T04:09:07.470Z,3.23,"1km ESE of The Geysers, CA"
2020-06-25T01:50:21.060Z,2.67,"18km N of Olancha, CA"
2020-06-25T01:33:11.160Z,2.81,"17km SE of Lone Pine, CA"
2020-06-25T01:32:50.070Z,2.59,"15km SSE of Lone Pine, CA"
2020-06-25T01:25:55.200Z,2.61,"16km SE of Lone Pine, CA"
2020-06-25T01:22:33.365Z,2.5,"50km WNW of Tonopah, Nevada"
2020-06-25T00:25:12.921Z,2.5,"67km SE of Hawthorne, Nevada"
2020-06-25T00:15:01.228Z,2.8,"67km SE of Hawthorne, Nevada"
2020-06-25T00:09:30.790Z,3.43,"15km SE of Lone Pine, CA"
2020-06-24T23:48:04.816Z,2.5,"17 km SW of Stanley, Idaho"
2020-06-24T23:33:15.580Z,3.11,"18km E of Hildale, Utah"
2020-06-24T21:43:52.481Z,3,"47km WNW of Tonopah, Nevada"
2020-06-24T21:30:55.923Z,3.4,"24 km ESE of Wright, Wyoming"
2020-06-24T21:24:57.426Z,2.6,"10 km WNW of Stanley, Idaho"
2020-06-24T21:12:48.730Z,3.73,"15km SE of Lone Pine, CA"
2020-06-24T21:02:28.087Z,2.5,"67km SE of Hawthorne, Nevada"
2020-06-24T20:49:41.770Z,2.97,"13km SSW of Rosedale, CA"
2020-06-24T20:07:21.620Z,2.5,"17km NNE of Olancha, CA"
2020-06-24T19:21:39.860Z,2.67,"18km N of Olancha, CA"
2020-06-24T19:02:17.850Z,3.3,"18km NNE of Olancha, CA"
2020-06-24T18:55:53.990Z,2.67,"19km SE of Lone Pine, CA"
2020-06-24T18:27:57.700Z,2.6,"15km SSE of Lone Pine, CA"
2020-06-24T18:26:38.480Z,2.71,"15km SE of Lone Pine, CA"
2020-06-24T18:25:39.550Z,3.25,"14km SE of Lone Pine, CA"
2020-06-24T18:20:38.300Z,3.77,"15km SE of Lone Pine, CA"
2020-06-24T18:14:18.060Z,3.06,"18km NNE of Olancha, CA"
2020-06-24T18:10:20.530Z,2.6,"16km SSE of Lone Pine, CA"
2020-06-24T18:08:35.130Z,2.8,"13km ESE of Mammoth Lakes, CA"
2020-06-24T18:05:07.880Z,2.65,"17km SSE of Lone Pine, CA"
2020-06-24T17:59:19.960Z,4.59,"19km SE of Lone Pine, CA"
2020-06-24T17:56:58.910Z,2.67,"15km SSE of Lone Pine, CA"
2020-06-24T17:47:04.850Z,2.92,"18km NNE of Olancha, CA"
2020-06-24T17:45:00.530Z,3.49,"19km SE of Lone Pine, CA"
2020-06-24T17:41:04.344Z,2.8,"41 km NW of Stanley, Idaho"
2020-06-24T17:40:49.240Z,5.8,"18km SSE of Lone Pine, CA"
2020-06-24T17:11:28.490Z,2.5,"18km N of Olancha, CA"
2020-06-24T15:31:18.270Z,2.56,"6km N of Montpelier, Idaho"
2020-06-24T12:27:11.724Z,2.9,"56 km S of Whites City, New Mexico"
2020-06-24T08:50:26.482Z,2.6,"66km SE of Hawthorne, Nevada"
2020-06-24T06:13:44.540Z,2.78,"26km W of Humboldt Hill, CA"
2020-06-24T03:20:36.018Z,2.9,"46km WNW of Tonopah, Nevada"
2020-06-24T00:56:48.040Z,2.97,"13km WSW of Searles Valley, CA"
2020-06-23T23:22:13.507Z,2.6,"63km W of Tonopah, Nevada"
2020-06-23T21:49:40.893Z,2.5,"20 km NW of Stanley, Idaho"
2020-06-23T20:49:19.760Z,2.55,"67km ESE of Wendover, Utah"
2020-06-23T16:56:15.210Z,2.74,"18km NNE of Olancha, CA"
2020-06-23T15:47:55.235Z,3,"68km SE of Hawthorne, Nevada"
2020-06-23T15:44:50.162Z,2.9,"67km W of Tonopah, Nevada"
2020-06-23T15:22:18.340Z,2.55,"80km SSW of Alberto Oviedo Mota, B.C., MX"
2020-06-23T14:02:38.966Z,3.7,"17 km E of Kelly, Wyoming"
2020-06-23T08:01:33.401Z,2.7,"42 km NW of Toyah, Texas"
2020-06-23T06:49:02.246Z,2.6,"60 km S of Whites City, New Mexico"
2020-06-23T06:48:25.290Z,2.88,"15km SSE of Lone Pine, CA"
2020-06-23T06:48:10.430Z,3.15,"16km SSE of Lone Pine, CA"
2020-06-23T06:18:23.657Z,3,"11 km W of Stanley, Idaho"
2020-06-23T04:46:33.380Z,3.31,"29km SE of Bodie, CA"
2020-06-23T03:09:19.980Z,2.74,"3km W of Portola Valley, CA"
2020-06-23T02:52:06.440Z,3.66,"18km SSE of Lone Pine, CA"
2020-06-23T02:51:58.480Z,3.79,"17km SSE of Lone Pine, CA"
2020-06-23T02:38:54.760Z,2.88,"29km SE of Bodie, CA"
2020-06-23T01:46:08.430Z,2.83,"18km SSE of Lone Pine, CA"
